"pan","B73","B97","CML103","CML228","CML247","CML277","CML322","CML333","CML52","CML69","HP301","Il14H","Ki11","Ki3","Ky21","M162W","M37W","Mo18W","Ms71","NC350","NC358","Oh43","Oh7B","P39","Tx303","Tzi8","median"
"pan_gene_1029",975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,NA,975,975,975,975,975,975,975,975,975,975,975
"pan_gene_10290",942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942,942
"pan_gene_102908",NA,1074,NA,NA,NA,NA,NA,NA,1056,NA,NA,NA,NA,1059,NA,1056,NA,NA,NA,1074,1059,927,NA,NA,1059,1074,1059
"pan_gene_10291",441,441,459,441,387,387,387,441,387,345,441,195,441,345,345,468,345,345,441,441,468,441,441,387,459,441,441
"pan_gene_102910",NA,246,240,246,246,396,246,333,246,246,240,240,249,333,246,246,240,462,708,246,240,246,246,240,246,246,246
"pan_gene_10292",1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
"pan_gene_102921",NA,NA,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,264
"pan_gene_102923",NA,963,975,948,972,972,972,948,948,771,972,951,972,960,960,975,972,948,975,972,972,972,972,951,963,972,972
"pan_gene_102924",NA,789,780,789,786,789,795,789,786,789,789,783,795,795,792,786,789,789,789,789,780,786,792,786,783,795,789
"pan_gene_102927",NA,411,423,684,423,411,411,411,423,759,678,684,684,423,417,684,765,423,678,672,765,423,684,684,669,411,669
"pan_gene_10293",279,279,NA,NA,NA,279,279,279,NA,279,NA,279,279,NA,NA,279,NA,NA,279,NA,279,279,NA,NA,NA,279,279
"pan_gene_102933",NA,NA,NA,NA,NA,NA,NA,NA,NA,678,NA,438,NA,NA,NA,315,NA,NA,315,NA,315,NA,NA,NA,NA,291,315
"pan_gene_102937",NA,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449
"pan_gene_102939",NA,228,504,387,435,567,243,387,387,NA,243,228,387,435,282,387,387,228,228,567,567,228,243,228,NA,387,387
"pan_gene_10294",630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630
"pan_gene_102944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,300
"pan_gene_102948",NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,NA,246,246
"pan_gene_102951",NA,435,435,435,435,435,435,435,NA,432,435,435,435,435,246,435,435,435,435,435,435,435,435,435,435,435,435
"pan_gene_102957",NA,708,NA,NA,708,714,708,705,705,303,705,702,693,708,708,NA,705,711,708,711,681,711,705,711,693,NA,708
"pan_gene_102961",NA,NA,NA,465,366,NA,NA,366,366,NA,NA,NA,NA,NA,366,NA,NA,NA,NA,228,NA,243,NA,NA,366,366,366
"pan_gene_10297",1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1761,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1761,1755,1755,1755,1755
"pan_gene_102972",NA,687,NA,NA,NA,NA,NA,NA,207,687,492,NA,207,NA,NA,507,423,774,NA,744,NA,NA,825,NA,NA,207,507
"pan_gene_10298",1809,1809,1809,1809,1809,1344,1800,1809,1800,1809,1800,1794,1809,1719,1809,1809,1809,1800,1809,1809,1809,1800,1803,1800,1809,1809,1809
"pan_gene_102982",NA,828,390,390,828,828,828,393,828,828,849,849,825,828,828,NA,393,819,849,831,828,828,828,828,NA,849,828
"pan_gene_102983",NA,1113,1113,1110,1110,1110,1110,1113,1110,1110,1110,1110,1110,1113,1113,1113,1110,1110,1113,1113,1113,1110,1110,1113,1113,1113,1110
"pan_gene_10299",NA,1674,1674,1674,1674,1671,1671,1674,1674,1674,NA,1671,1674,1674,1674,1674,1674,1674,1674,NA,732,1722,1077,1674,1674,1674,1674
"pan_gene_102990",NA,NA,1449,NA,1548,NA,267,408,NA,NA,267,2208,NA,393,267,1050,360,267,NA,NA,726,NA,408,1212,1266,411,409.5
"pan_gene_103",1482,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,1482,1473,1473,1473
"pan_gene_1030",984,897,894,894,888,894,894,897,894,738,897,897,585,894,888,891,894,891,891,894,891,897,894,897,891,894,894
"pan_gene_10300",2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826,2826
"pan_gene_10301",1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224
"pan_gene_10302",3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720
"pan_gene_10303",1602,1602,1602,1602,1602,1602,1602,1602,1602,1599,1602,1605,1599,1602,1602,1602,1602,1590,1602,1602,1500,1602,1605,1599,1599,1602,1602
"pan_gene_10304",1992,1992,1992,1992,1992,1992,1992,1992,1992,1983,1989,1992,1983,1992,1992,1989,1992,1989,1992,1992,1992,1983,1992,1992,1983,1992,1992
"pan_gene_10306",528,528,528,525,528,528,528,525,531,534,531,528,567,528,528,528,528,525,528,525,528,525,525,525,576,525,528
"pan_gene_1031",1452,1455,NA,1452,1455,1452,1455,1452,1452,1452,1455,1455,1452,1452,1452,1452,NA,1452,1452,1455,1455,1455,1455,1455,1452,1455,1452
"pan_gene_10311",2655,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655,2661,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655
"pan_gene_10313",1275,1275,1275,1275,1278,1278,1275,1275,1278,1275,1278,1275,1275,1278,1275,1275,1278,1278,1275,1275,1278,1278,1275,1275,1275,1275,1275
"pan_gene_10315",1803,1803,1803,1797,1797,1797,1851,1797,1797,1803,1797,1797,1803,1797,1803,1803,1803,1851,1803,1803,1803,1797,1797,1797,1803,1803,1803
"pan_gene_103163",NA,NA,NA,NA,NA,NA,372,NA,NA,NA,NA,NA,486,NA,NA,486,NA,NA,NA,NA,NA,NA,NA,NA,486,486,486
"pan_gene_103166",NA,NA,NA,NA,585,NA,NA,NA,NA,528,NA,NA,NA,NA,NA,NA,NA,NA,585,NA,528,NA,NA,NA,NA,336,528
"pan_gene_103173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1524,NA,NA,NA,NA,1524,1524
"pan_gene_103174",NA,NA,231,NA,NA,NA,NA,NA,NA,255,NA,NA,345,NA,NA,1200,1437,888,249,NA,NA,NA,NA,240,NA,906,345
"pan_gene_103175",NA,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,750,NA,NA,750,NA,NA,NA,NA,NA,NA,750
"pan_gene_103177",NA,NA,NA,342,NA,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,NA,NA,342,342,NA,NA,NA,NA,NA,342,342
"pan_gene_10318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_103182",NA,837,849,849,837,849,849,849,849,849,837,837,654,849,837,849,837,837,849,849,849,837,849,837,849,837,849
"pan_gene_103184",NA,NA,NA,249,249,387,381,693,684,813,249,NA,NA,486,420,387,849,NA,NA,NA,NA,381,1062,381,255,390,387
"pan_gene_103186",NA,NA,NA,NA,NA,NA,342,NA,NA,NA,NA,NA,399,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,316.5
"pan_gene_10319",NA,NA,NA,NA,NA,NA,NA,NA,648,NA,NA,NA,648,NA,NA,NA,NA,NA,NA,648,NA,NA,NA,NA,NA,NA,648
"pan_gene_103195",NA,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810
"pan_gene_1032",819,654,NA,843,843,843,843,840,843,639,840,840,843,843,840,843,NA,843,840,843,843,840,327,840,369,843,841.5
"pan_gene_10320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_103202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,321
"pan_gene_103203",NA,231,NA,NA,231,NA,216,231,231,231,231,NA,NA,NA,504,231,NA,NA,231,231,231,231,231,NA,216,231,231
"pan_gene_103204",NA,930,936,930,930,930,930,930,930,930,930,936,930,930,936,930,930,930,930,930,930,930,930,930,930,1092,930
"pan_gene_103208",NA,546,546,555,537,555,555,555,552,228,537,555,NA,534,537,555,555,543,537,555,555,543,543,537,537,537,544.5
"pan_gene_103225",NA,NA,NA,489,420,420,NA,NA,420,NA,NA,876,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,906,454.5
"pan_gene_103238",NA,360,NA,NA,NA,NA,NA,360,387,360,NA,NA,NA,360,NA,NA,NA,360,NA,NA,NA,NA,NA,360,387,360,360
"pan_gene_103240",NA,729,606,1020,NA,1989,471,NA,NA,1446,414,NA,1209,1035,NA,360,NA,1209,NA,807,NA,201,NA,606,1782,1413,913.5
"pan_gene_10325",246,246,246,246,246,246,246,246,246,246,246,246,246,384,246,246,246,246,246,246,246,246,246,246,246,246,246
"pan_gene_103258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,309
"pan_gene_10326",411,411,411,411,411,411,411,411,411,258,411,411,411,411,462,471,411,411,411,411,411,411,411,411,411,411,411
"pan_gene_103265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_103268",NA,564,264,NA,NA,NA,408,NA,NA,351,369,369,405,NA,294,NA,NA,NA,NA,198,NA,NA,NA,273,369,303,360
"pan_gene_103270",NA,NA,NA,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,309,NA,NA,312,NA,NA,NA,NA,369,309,309
"pan_gene_103277",NA,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,1068,NA,NA,NA,NA,NA,1161,NA,NA,NA,NA,972,NA,888,930
"pan_gene_10328",540,540,NA,360,408,NA,NA,NA,NA,NA,NA,NA,405,333,NA,NA,NA,NA,NA,405,NA,NA,405,405,NA,408,405
"pan_gene_10329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_103293",NA,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612
"pan_gene_10330",1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185
"pan_gene_103303",NA,NA,726,858,NA,426,840,771,789,840,426,NA,771,NA,606,972,840,426,NA,726,789,NA,708,NA,NA,789,771
"pan_gene_10331",657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657
"pan_gene_103315",NA,NA,NA,NA,1185,NA,NA,NA,1347,NA,NA,NA,NA,390,NA,NA,1230,552,NA,NA,NA,1497,NA,NA,NA,1260,1230
"pan_gene_103316",NA,NA,NA,NA,NA,NA,312,NA,NA,NA,NA,NA,NA,NA,312,NA,NA,NA,NA,NA,NA,312,NA,NA,NA,312,312
"pan_gene_103317",NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,450,NA,NA,NA,450,450
"pan_gene_103320",NA,NA,NA,NA,NA,NA,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,NA,NA,NA,NA,NA,NA,NA,417,417
"pan_gene_103321",NA,NA,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,NA,NA,NA,426,648,NA,NA,NA,426,426
"pan_gene_10333",375,375,372,369,369,372,372,372,372,372,381,375,369,372,372,372,372,372,375,369,372,372,369,375,372,369,372
"pan_gene_10334",804,396,891,891,894,891,891,891,891,891,891,408,789,891,891,900,309,891,396,354,891,816,468,396,891,891,891
"pan_gene_10335",579,576,579,576,576,579,579,576,579,375,579,576,579,576,576,576,576,579,576,576,579,579,579,579,576,576,576
"pan_gene_103352",NA,NA,NA,NA,303,303,303,NA,303,NA,NA,303,NA,NA,NA,NA,NA,NA,303,NA,303,303,NA,303,NA,NA,303
"pan_gene_103354",NA,522,522,522,525,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,525,522,522
"pan_gene_103358",NA,NA,NA,NA,NA,924,915,NA,903,NA,NA,918,NA,NA,918,918,NA,924,NA,915,NA,NA,918,1038,918,903,918
"pan_gene_103359",NA,513,NA,615,NA,NA,NA,609,513,615,819,NA,NA,684,NA,NA,756,609,NA,NA,513,609,621,NA,NA,513,609
"pan_gene_10336",1425,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1485,1482,1581,1581,1581,1581,1581,1581,1425,1581,1425,1581,1581,1581
"pan_gene_10337",NA,2772,2778,2778,2772,2772,2778,2772,2778,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,NA,2772,NA,2772,2772,2772
"pan_gene_103375",NA,1422,1422,1422,1422,1404,1422,1422,1422,1404,1422,1404,1419,1404,1422,1404,1422,1422,1422,1422,1422,1404,1404,1422,1422,1233,1422
"pan_gene_103376",NA,969,969,969,969,969,969,969,969,969,969,969,969,969,NA,969,969,969,969,969,969,969,969,969,969,969,969
"pan_gene_103377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,NA,327,NA,NA,NA,NA,327,NA,327,327
"pan_gene_103386",NA,NA,NA,786,204,NA,NA,NA,204,NA,NA,NA,222,NA,NA,NA,294,204,204,204,204,204,294,204,204,204,204
"pan_gene_103387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462,462
"pan_gene_103391",NA,354,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354
"pan_gene_1034",1056,1077,1056,1056,1077,1077,1077,1065,1086,1077,1092,1086,1065,1056,1086,1086,1077,1086,1086,1077,1086,1077,1056,1086,1077,1077,1077
"pan_gene_103408",NA,1500,1497,1491,1491,1491,NA,1494,1497,NA,1497,1497,1488,1491,1497,1500,1497,1497,1497,1491,1497,1497,1497,1497,1497,1485,1497
"pan_gene_10341",618,618,621,705,618,618,630,621,621,618,618,621,618,621,621,618,618,621,618,618,621,621,618,618,618,621,618
"pan_gene_103415",NA,393,396,NA,360,384,201,396,393,396,396,396,396,396,NA,396,396,561,NA,396,396,396,396,396,396,396,396
"pan_gene_103416",NA,249,249,249,NA,249,NA,NA,249,249,249,249,249,249,NA,NA,249,249,NA,NA,249,249,NA,249,249,228,249
"pan_gene_10342",1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494
"pan_gene_10343",1944,1944,1944,1944,1944,1944,1935,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944
"pan_gene_103433",NA,348,321,384,411,369,NA,330,294,339,441,348,NA,378,309,375,354,378,165,NA,372,NA,399,399,390,423,372
"pan_gene_10344",1749,1584,1584,1584,1518,1518,1392,1584,1584,1569,1584,1518,1596,1596,666,1584,1596,1584,1596,1584,1584,NA,1584,1584,1584,1584,1584
"pan_gene_103443",NA,NA,234,279,NA,NA,333,NA,NA,234,288,228,NA,333,333,288,234,234,336,288,NA,NA,288,333,228,288,288
"pan_gene_10345",423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,441,423,423,423,423,423,423
"pan_gene_10346",1767,1767,1764,1767,1767,1767,1767,1764,1764,1767,1767,1608,1599,1764,1773,1767,1767,1764,1767,1599,1764,1767,1599,1767,1767,1764,1767
"pan_gene_10347",2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2883,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889
"pan_gene_103473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,321
"pan_gene_103483",NA,393,642,642,NA,627,NA,NA,393,NA,NA,393,NA,393,NA,393,393,393,NA,393,393,651,NA,NA,393,393,393
"pan_gene_10349",1500,1500,1500,1500,1500,1500,1500,1500,NA,1164,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
"pan_gene_103490",NA,1545,1545,1545,1545,1914,1545,1914,1908,1914,999,1458,1914,1545,1545,1458,NA,1890,1458,393,1842,1545,1458,564,1341,1545,1545
"pan_gene_1035",453,453,453,453,453,453,453,453,453,354,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453
"pan_gene_10350",2457,2457,2457,2466,2457,2457,2457,2457,2457,2328,2457,2457,2457,2457,2457,2457,2457,2454,2457,2457,2457,2457,2457,2457,2457,2457,2457
"pan_gene_103507",NA,336,NA,NA,NA,NA,NA,NA,NA,294,294,294,NA,NA,294,NA,NA,294,NA,NA,294,NA,NA,NA,294,294,294
"pan_gene_10351",2526,2532,2526,2532,2526,2526,2532,NA,NA,2526,NA,1524,2532,2559,2526,2526,1740,2526,2532,2532,2526,2526,2532,2526,2526,912,2526
"pan_gene_103511",NA,549,549,549,549,549,549,546,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,NA,549,549
"pan_gene_103514",NA,921,921,921,921,921,921,NA,921,780,906,906,921,921,921,921,921,921,NA,921,921,921,921,906,921,921,921
"pan_gene_103519",NA,534,NA,NA,537,534,NA,534,534,537,534,534,534,534,534,534,534,534,534,534,534,534,531,531,534,534,534
"pan_gene_10352",1428,1431,1431,1431,807,1431,1431,1431,1431,1431,1428,1431,1428,1428,1431,1428,1416,1431,1431,1428,1431,1431,1428,1428,1431,1431,1431
"pan_gene_103527",NA,900,900,900,900,897,906,900,897,900,900,900,900,900,894,900,906,900,900,900,903,900,900,900,900,900,900
"pan_gene_10353",606,606,NA,606,NA,606,606,NA,NA,NA,606,606,NA,606,606,606,606,NA,606,NA,NA,606,606,606,NA,NA,606
"pan_gene_103535",NA,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,372,351
"pan_gene_10354",849,846,NA,783,NA,843,NA,NA,NA,NA,849,846,NA,846,804,849,NA,NA,846,NA,NA,NA,846,849,NA,NA,846
"pan_gene_10355",1320,1320,1317,1323,1320,1320,1320,1320,1320,NA,NA,1323,1320,1320,1320,1320,1323,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320
"pan_gene_10356",2094,2094,2091,2094,900,2094,2094,900,900,900,2094,2094,900,1218,2094,2094,2094,900,2094,900,900,1218,2094,2094,900,900,2092.5
"pan_gene_10357",924,924,924,924,924,924,924,924,924,924,924,924,924,924,1104,924,924,924,924,924,924,924,924,924,924,924,924
"pan_gene_10359",2442,2442,2442,2442,2442,2442,2442,2442,2442,2442,2442,2442,2445,2442,2442,2442,2442,2445,2442,2445,2445,2442,2442,2442,2442,2442,2442
"pan_gene_1036",1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,NA,1602,1602,1602,1605,1605,1605,1602,1602,1602,1602,1602,NA,1602,1602,1602
"pan_gene_10361",591,591,591,594,591,591,591,591,591,591,591,591,594,591,591,591,591,594,591,594,594,591,591,591,591,591,591
"pan_gene_10362",1041,1038,783,1038,1044,1038,1038,783,783,783,1038,1038,783,1182,1029,1041,1038,NA,1038,NA,NA,1041,1041,1038,1038,783,1038
"pan_gene_10364",558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558
"pan_gene_10366",NA,NA,NA,NA,NA,NA,NA,420,NA,NA,NA,NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420
"pan_gene_10367",NA,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,NA,NA,NA,NA,NA,303,303
"pan_gene_10368",1485,1491,1491,1491,1485,1488,1491,1491,1491,1491,1485,1485,1488,1491,1488,1485,1485,1485,1491,1488,1491,1485,1485,1485,1491,1488,1488
"pan_gene_10369",861,1332,1554,1599,1572,1599,1554,1332,1599,1599,1572,564,1554,1554,1557,861,1518,1020,1332,1599,1599,861,861,564,1554,1599,1554
"pan_gene_1037",1248,1191,1227,NA,NA,1221,1191,1248,1248,1191,1191,1221,1191,1191,1191,NA,1221,1191,1191,1149,1146,1191,NA,1191,1191,1191,1191
"pan_gene_10371",1437,531,1437,1437,1437,636,1437,1437,1437,1437,1437,1077,1437,1437,357,1437,1437,423,1437,1437,1437,1437,1437,1437,1437,1437,1437
"pan_gene_10372",801,939,939,939,939,939,939,939,939,939,939,801,939,939,939,801,939,939,939,939,939,NA,801,939,939,939,939
"pan_gene_10373",903,903,1023,903,900,747,900,903,NA,900,900,900,900,903,900,903,900,900,903,870,903,903,903,903,900,900,900
"pan_gene_10374",1356,1326,1332,1326,1332,1326,1332,1326,1326,1356,1332,1332,1332,1326,1332,1332,1332,1326,1326,1326,1371,1326,1332,1326,1326,1326,1329
"pan_gene_10375",705,759,759,759,765,705,744,759,759,759,759,744,759,759,762,705,765,759,759,744,759,705,705,759,765,759,759
"pan_gene_10376",567,561,561,NA,567,567,582,561,561,NA,NA,582,NA,561,588,567,567,561,561,582,NA,567,567,588,567,561,567
"pan_gene_10377",4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233
"pan_gene_10378",552,552,NA,525,552,552,NA,NA,552,552,657,552,657,NA,NA,NA,NA,552,354,552,552,552,552,552,525,552,552
"pan_gene_1038",1269,1269,1269,1278,1269,1269,1269,1278,NA,1017,1278,1278,1269,1278,1269,1278,1269,1278,1269,NA,NA,1269,1278,1278,1278,1269,1269
"pan_gene_10381",1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
"pan_gene_10382",1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092
"pan_gene_10383",1443,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452
"pan_gene_10384",585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585
"pan_gene_10385",1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1146,1701,1701,1701,1701
"pan_gene_10386",1476,1473,1473,1473,1473,1476,1473,1476,1476,1476,1476,1473,1473,1476,1473,1476,1476,1473,1473,1476,1476,1476,1473,1473,1473,1473,1473
"pan_gene_10387",1113,1101,1101,1101,1101,1113,1113,1113,1113,1113,1113,1113,1101,1113,1101,1113,1113,1101,1101,1101,1113,1113,1113,1113,1101,1113,1113
"pan_gene_10388",774,774,774,774,774,774,774,774,774,774,774,777,774,774,774,774,774,774,774,774,774,774,774,777,774,NA,774
"pan_gene_10389",1209,1209,1206,1239,1296,1245,864,1251,NA,1245,1245,1209,861,1245,1245,1206,1242,1203,1245,1242,1155,1242,1206,1239,1242,1242,1242
"pan_gene_1039",684,684,684,684,684,981,684,684,684,249,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684,684
"pan_gene_10390",1554,1554,1551,1551,1554,1551,1554,1554,1551,1554,1554,1554,1554,1551,1554,1554,1554,1557,1554,1554,1554,1554,1554,1554,1554,1551,1554
"pan_gene_10391",639,639,639,639,639,852,639,639,NA,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,504,639,639
"pan_gene_10392",2898,2898,2901,NA,2901,2901,2901,2901,2901,2880,2901,2901,2898,2901,2901,1479,2898,2910,2898,2901,2901,1521,2901,2040,2901,2898,2901
"pan_gene_10393",876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876
"pan_gene_10394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_10395",429,429,429,429,429,429,429,429,429,333,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429
"pan_gene_10396",996,996,990,996,996,996,996,990,996,996,996,996,996,996,996,996,996,987,1002,996,996,999,1002,1005,996,996,996
"pan_gene_10397",810,810,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807
"pan_gene_10398",897,897,858,852,858,864,891,891,891,852,852,879,891,858,891,903,852,864,903,891,879,903,897,903,864,891,891
"pan_gene_10400",1524,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572
"pan_gene_10401",3906,3906,3906,2694,3906,3807,2049,3291,2301,2694,2694,3909,3291,3906,3906,3906,2694,3909,3906,3909,3909,3906,3903,3903,3906,3906,3906
"pan_gene_10402",1725,NA,1287,1722,1725,912,1725,1725,NA,1722,1722,1725,1725,1722,1725,NA,1722,1725,NA,NA,NA,NA,NA,690,NA,1725,1725
"pan_gene_10403",1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320
"pan_gene_10404",492,492,657,501,501,501,639,657,501,501,501,501,657,639,639,501,501,501,492,639,501,492,639,639,657,639,501
"pan_gene_10405",NA,477,468,483,477,483,477,477,477,477,477,477,477,483,NA,477,477,483,NA,477,477,483,477,483,468,477,477
"pan_gene_10406",192,192,NA,192,192,192,396,192,192,192,192,192,192,192,507,NA,192,192,192,303,192,192,396,NA,NA,396,192
"pan_gene_10407",486,486,450,450,492,519,513,450,450,450,447,450,450,486,486,450,450,450,486,444,450,450,495,486,450,450,450
"pan_gene_1041",1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530
"pan_gene_10410",1527,1527,1560,1560,1542,1539,1560,1542,840,1560,1554,1527,1563,1545,1527,1530,1542,1542,1560,1545,1527,1614,1542,1554,1617,1542,1542
